EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,RWY_END_ID,ILS_LOC_ID,SYSTEM_TYPE_CODE,ILS_COMP_TYPE_CODE,COMPONENT_STATUS,COMPONENT_STATUS_DATE,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,LAT_LONG_SOURCE_CODE,SITE_ELEVATION,MKR_FAC_TYPE_CODE,MARKER_ID_BEACON,COMPASS_LOCATOR_NAME,FREQ,NAV_ID,NAV_TYPE,LOW_POWERED_NDB_STATUS
2025/02/20,26099.0,A,WA,AWO,ARLINGTON,US,34,AWO,LC,OM,OPERATIONAL IFR,1982/05/13,48,4,34.0319,N,48.07611997,122,9,14.0819,W,-122.15391163,T,64.6,MR,AW,WATON,382.0,AW,NDB,
2025/02/20,26307.0,A,WA,MWH,MOSES LAKE,US,32R,MWH,LS,MM,OPERATIONAL IFR,2017/06/23,47,10,59.181,N,47.18310583,119,18,22.929,W,-119.30636916,K,1162.0,M,WH,,,,,
2025/02/20,26307.0,A,WA,MWH,MOSES LAKE,US,32R,MWH,LS,OM,OPERATIONAL IFR,1901/01/01,47,6,55.4127,N,47.11539241,119,16,29.5428,W,-119.274873,T,1137.1,MR,MW,PELLY,408.0,MW,NDB,
2025/02/20,26357.0,A,WA,CLM,PORT ANGELES,US,09,CLM,LD,OM,OPERATIONAL RESTRICTED,2023/03/23,48,9,0.9866,N,48.15027405,123,40,12.8524,W,-123.67023677,T,1096.0,MR,CL,ELWHA,515.0,CL,NDB,
2025/02/20,26434.4,A,WA,TIW,TACOMA,US,17,TIW,LS,OM,OPERATIONAL IFR,1979/05/03,47,21,28.37,N,47.35788055,122,33,44.35,W,-122.56231944,T,354.2,M,TI,SCENN,,,,
2025/02/20,26450.0,A,WA,ALW,WALLA WALLA,US,20,ALW,LS,OM,OPERATIONAL IFR,1973/01/24,46,10,32.0441,N,46.1755678,118,11,46.9097,W,-118.1963638,T,1443.1,MR,AL,TRINA,353.0,AL,NDB,
2025/02/20,26536.0,A,WV,BLF,BLUEFIELD,US,23,BLF,LS,OM,OPERATIONAL IFR,1973/06/28,37,21,39.9557,N,37.3610988,81,7,50.8875,W,-81.13080208,K,2450.0,M,BL,BLUEF,,,,
2025/02/20,26582.0,A,WV,CKB,CLARKSBURG,US,21,CKB,LS,OM,OPERATIONAL IFR,1901/01/01,39,22,58.7267,N,39.38297963,80,10,53.949,W,-80.1816525,T,1128.6,M,CK,ARCAT,,,,
2025/02/20,26713.0,A,WV,LWB,LEWISBURG,US,04,LWB,LS,OM,OPERATIONAL IFR,1972/06/05,37,46,56.1107,N,37.78225297,80,28,6.6293,W,-80.46850813,T,2162.9,MR,LW,BUSHI,346.0,LW,NDB,
2025/02/20,26744.0,A,WV,MRB,MARTINSBURG,US,26,EXW,LS,OM,OPERATIONAL IFR,1980/07/10,39,26,5.2595,N,39.4347943,77,51,51.6172,W,-77.86433811,T,487.2,M,EX,HEVEN,,,,
2025/02/20,26768.0,A,WV,MGW,MORGANTOWN,US,18,MGW,LS,OM,OPERATIONAL IFR,1972/02/04,39,43,38.2321,N,39.72728669,79,55,55.68,W,-79.93213333,T,1102.8,M,MG,DIXIN,,,,
2025/02/20,26820.0,A,WV,PKB,PARKERSBURG,US,03,PKB,LS,OM,OPERATIONAL IFR,2021/12/29,39,15,14.6594,N,39.25407205,81,29,5.7977,W,-81.4849438,T,810.7,MR,PK,VERSI,388.0,PK,NDB,
2025/02/20,27013.1,A,WI,ATW,APPLETON,US,30,AQZ,LD,OM,OPERATIONAL IFR,1998/02/26,44,12,57.2181,N,44.21589391,88,23,56.349,W,-88.39898583,T,753.2,MR,AQ,KOOKY,407.0,AQ,NDB,
2025/02/20,27234.0,A,WI,GRB,GREEN BAY,US,06,GRB,LD,OM,OPERATIONAL IFR,1901/01/01,44,26,25.6678,N,44.44046327,88,14,22.6678,W,-88.23962994,T,711.1,MR,GR,FAMIS,356.0,GR,NDB,
2025/02/20,27234.0,A,WI,GRB,GREEN BAY,US,36,SGZ,LS,OM,OPERATIONAL IFR,1980/07/24,44,23,54.6913,N,44.39852536,88,7,58.2885,W,-88.13285791,T,638.3,MR,SG,DEPRE,332.0,SG,NDB,
2025/02/20,27272.0,A,WI,JVL,JANESVILLE,US,04,JVL,LS,OM,OPERATIONAL IFR,1975/03/13,42,32,27.6399,N,42.54101108,89,8,3.1083,W,-89.13419675,T,791.1,M,JV,WEAVE,,,,
2025/02/20,27349.0,A,WI,MTW,MANITOWOC,US,17,MTW,LS,OM,OPERATIONAL IFR,1986/05/08,44,11,58.7293,N,44.19964702,87,42,8.1669,W,-87.70226858,T,673.1,MR,MT,MAWOC,362.0,MT,NDB,
2025/02/20,27388.0,A,WI,MKE,MILWAUKEE,US,01L,MKE,LD,IM,OPERATIONAL IFR,1985/02/14,42,55,44.6539,N,42.92907052,87,53,52.3948,W,-87.89788744,T,706.0,M,,,,,,
2025/02/20,27469.0,A,WI,OSH,OSHKOSH,US,36,OSH,LS,OM,OPERATIONAL IFR,1973/10/04,43,52,25.6203,N,43.87378341,88,33,27.5003,W,-88.55763897,T,850.7,MR,OS,POBER,395.0,OS,NDB,
2025/02/20,27524.0,A,WI,RHI,RHINELANDER,US,09,RHI,LS,OM,OPERATIONAL IFR,1979/11/29,45,37,41.0728,N,45.62807577,89,37,8.0807,W,-89.6189113,T,1559.7,MR,RH,ARSHA,272.0,RH,NDB,
2025/02/20,27527.1,A,WI,RPD,RICE LAKE,US,01,RPD,LS,OM,OPERATIONAL IFR,2005/05/12,45,19,4.5515,N,45.31793097,91,48,9.229,W,-91.80256361,T,1216.2,MR,RP,WICKR,221.0,RP,NDB,
2025/02/20,27754.0,A,WY,CPR,CASPER,US,03,SYD,LS,OM,OPERATIONAL IFR,1977/02/24,42,49,32.9131,N,42.82580919,106,33,44.136,W,-106.56226,T,5371.0,M,SY,SPIDE,,,,
2025/02/20,50219.0,A,AK,FAI,FAIRBANKS,US,02L,CNA,LD,IM,OPERATIONAL IFR,1976/05/14,64,48,7.6611,N,64.80212808,147,53,12.5267,W,-147.88681297,T,429.8,M,,,,,,
2025/02/20,50385.0,A,AK,JNU,JUNEAU,US,08,JDL,DD,OM,OPERATIONAL IFR,2017/10/30,58,21,33.5717,N,58.35932547,134,41,58.0236,W,-134.699451,F,57.9,M,JD,JUNEAU,,,,
2025/02/20,52161.0,A,HI,HNL,HONOLULU,US,08L,HNL,LD,OM,OPERATIONAL IFR,1960/06/01,21,19,28.9934,N,21.32472038,158,2,56.1122,W,-158.04892005,T,43.5,MR,HN,EWABE,242.0,HN,NDB,
2025/02/20,53180.1,A,PR,SJU,SAN JUAN,US,08,SJU,LS,OM,OPERATIONAL IFR,1968/06/06,18,24,31.8227,N,18.40883963,66,5,21.8301,W,-66.08939725,T,66.5,MR,SJ,PATTY,330.0,SJ,NDB,
2025/02/20,55030.0,A,VI,STX,CHRISTIANSTED,US,10,STX,LS,OM,OPERATIONAL IFR,1973/02/22,17,41,31.1383,N,17.69198286,64,53,4.7609,W,-64.8846558,T,36.9,MR,ST,PESTE,241.0,ST,NDB,
